,AREA,PERIMETER,ANGLE,FERET,FERETX,FERETY,FERETZ,MINFERET,LENGTH,TYPE,,,,,,,,,,,
2,90,232.769,89.095,-45,89.095,537,783,0,89.095,Sixth,,,,,,,,,,,
3,114,229.826,112.969,10.713,112.969,522,822,0,112.969,Sixth,,,,,,,,,,,
4,58,234.816,56.921,71.565,56.921,564,843,0,56.921,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,124,252.955,123.329,-4.185,123.329,534,693,0,123.329,Sixth,,,,,,,,,,,
2,90,253.501,89.045,-32.619,89.045,561,675,0,89.045,Sixth,,,,,,,,,,,
3,119,251.508,118.072,27.216,118.072,543,720,0,118.072,Sixth,,,,,,,,,,,
4,67,253.204,66.272,84.806,66.272,600,735,0,66.272,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,237.483,108.665,-6.34,108.665,561,771,0,108.665,Sixth,,,,,,,,,,,
2,71,238.17,70.036,-43.264,70.036,600,753,0,70.036,Sixth,,,,,,,,,,,
3,91,236.504,90.05,29.982,90.05,576,792,0,90.05,Sixth,,,,,,,,,,,
4,58,233.856,57.079,93.013,57.079,621,744,0,57.079,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,145,216.223,144.125,-2.386,144.125,588,795,0,144.125,Sixth,,,,,,,,,,,
2,113,216.397,111.647,-30.7,111.647,612,765,7.11E-15,111.647,Sixth,,,,,,,,,,,
3,124,217.476,123.438,25.942,123.438,603,816,0,123.438,Sixth,,,,,,,,,,,
4,70,213.492,69.065,87.51,69.065,657,825,4.44E-16,69.065,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,97,240.038,96.187,-3.576,96.187,474,801,0,96.187,Sixth,,,,,,,,,,,
2,90,240.672,88.64,-23.962,88.64,486,786,0,88.64,Sixth,,,,,,,,,,,
3,90,240.354,89.045,32.619,89.045,486,822,0,89.045,Sixth,,,,,,,,,,,
4,49,245.163,48,90,48,531,783,0,48,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,130,231.803,129.314,-3.991,129.314,450,756,0,129.314,Sixth,,,,,,,,,,,
2,114,230.982,112.73,-25.201,112.73,474,729,7.11E-15,112.73,Sixth,,,,,,,,,,,
3,138,231.547,137.084,23.199,137.084,453,783,0,137.084,Sixth,,,,,,,,,,,
4,67,230.836,66,90,66,534,723,0,66,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,95,242.246,94.202,-9.162,94.202,498,855,1.78E-15,94.202,Sixth,,,,,,,,,,,
2,69,240.978,68.015,-41.424,68.015,519,840,0,68.015,Sixth,,,,,,,,,,,
3,92,240.841,91.389,23.199,91.389,507,873,0,91.389,Sixth,,,,,,,,,,,
4,55,237.376,54.332,83.66,54.332,546,885,0,54.332,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,235.232,108.665,-6.34,108.665,456,675,0,108.665,Sixth,,,,,,,,,,,
2,82,232.762,80.777,-31.329,80.777,480,657,0,80.777,Sixth,,,,,,,,,,,
3,112,233.136,111.364,27.255,111.364,468,699,0,111.364,Sixth,,,,,,,,,,,
4,55,234.687,54.083,86.82,54.083,516,705,0,54.083,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,110,237.216,108.706,-27.979,108.706,573,570,0,108.706,Sixth,,,,,,,,,,,
2,112,234.77,111.162,3.094,111.162,570,594,0,111.162,Sixth,,,,,,,,,,,
3,84,232.56,83.355,-59.744,83.355,606,564,0,83.355,Sixth,,,,,,,,,,,
4,65,235.326,63.569,-109.29,63.569,615,627,0,63.569,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,133,227.674,132.442,-13.092,132.442,492,603,0,132.442,Sixth,,,,,,,,,,,
2,88,230.478,87.207,-40.815,87.207,522,591,0,87.207,Sixth,,,,,,,,,,,
3,111,229.197,110.064,17.447,110.064,507,627,0,110.064,Sixth,,,,,,,,,,,
4,64,228.892,62.642,73.301,62.642,561,645,0,62.642,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,83,235.05,82.098,-2.793,82.098,482,488,0,82.098,Sixth,,,,,,,,,,,
2,55,232.787,53.852,-21.801,53.852,504,480,3.55E-15,53.852,Sixth,,,,,,,,,,,
3,69,231.134,68.411,15.255,68.411,488,500,0,68.411,Sixth,,,,,,,,,,,
4,29,230.98,28.284,81.87,28.284,524,504,0,28.284,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,94,226.091,92.973,-18.825,92.973,528,490,3.55E-15,92.973,Sixth,,,,,,,,,,,
2,72,226.743,70.937,-40.426,70.937,540,480,0,70.937,Sixth,,,,,,,,,,,
3,87,224.304,86.023,-1.332,86.023,530,498,0,86.023,Sixth,,,,,,,,,,,
4,41,226.225,40.497,57.095,40.497,560,522,0,40.497,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,108,228.356,107.201,-14.036,107.201,444,358,0,107.201,Sixth,,,,,,,,,,,
2,83,220.977,81.633,-30.964,81.633,464,352,0,81.633,Sixth,,,,,,,,,,,
3,89,235.288,88.023,-1.302,88.023,452,370,0,88.023,Sixth,,,,,,,,,,,
4,32,238.798,30.594,78.69,30.594,494,384,8.88E-16,30.594,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,77,236.363,75.895,18.435,75.895,426,362,3.55E-15,75.895,Sixth,,,,,,,,,,,
2,81,233.747,80.225,-4.289,80.225,424,350,0,80.225,Sixth,,,,,,,,,,,
3,63,239.406,62.225,45,62.225,440,372,0,62.225,Sixth,,,,,,,,,,,
4,42,233.886,41.231,112.834,41.231,450,332,0,41.231,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,77,239.415,76.105,3.013,76.105,392,502,0,76.105,Sixth,,,,,,,,,,,
2,79,232.948,78.435,-19.359,78.435,400,490,0,78.435,Sixth,,,,,,,,,,,
3,65,236.294,63.812,32.196,63.812,404,520,0,63.812,Sixth,,,,,,,,,,,
4,37,236.537,36.056,93.18,36.056,430,484,0,36.056,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,89,237.398,88.023,1.302,88.023,460,376,0,88.023,Sixth,,,,,,,,,,,
2,88,239.736,86.649,-18.853,86.649,462,364,0,86.649,Sixth,,,,,,,,,,,
3,65,241.433,63.812,32.196,63.812,478,390,0,63.812,Sixth,,,,,,,,,,,
4,43,242.195,42.19,95.44,42.19,504,356,0,42.19,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,95,242.117,93.638,-19.983,93.638,516,550,0,93.638,Sixth,,,,,,,,,,,
2,71,240.547,70,-36.87,70,536,546,0,70,Sixth,,,,,,,,,,,
3,87,242.157,86,0,86,520,564,0,86,Sixth,,,,,,,,,,,
4,36,244.33,34.928,66.371,34.928,556,580,0,34.928,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,124,196.344,122.703,19.026,122.703,528,572,0,122.703,Sixth,,,,,,,,,,,
2,103,196.366,102.176,3.366,102.176,532,556,0,102.176,Sixth,,,,,,,,,,,
3,102,201.652,101.074,27.072,101.074,540,574,0,101.074,Sixth,,,,,,,,,,,
4,25,200.276,24.331,99.462,24.331,580,544,0,24.331,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,84,248.219,82.801,-37.147,82.801,472,374,0,82.801,Sixth,,,,,,,,,,,
2,92,252.257,91.411,-10.081,91.411,456,390,0,91.411,Sixth,,,,,,,,,,,
3,69,253.336,68.411,-52.125,68.411,484,370,7.11E-15,68.411,Sixth,,,,,,,,,,,
4,48,247.425,46.69,-133.264,46.69,488,418,0,46.69,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,83,220.924,82.462,-14.036,82.462,380,440,0,82.462,Sixth,,,,,,,,,,,
2,61,224.464,59.666,-39.56,59.666,404,432,0,59.666,Sixth,,,,,,,,,,,
3,88,226.087,87.361,15.945,87.361,388,460,3.55E-15,87.361,Sixth,,,,,,,,,,,
4,43,225.529,42.426,81.87,42.426,430,472,8.88E-16,42.426,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,82,226.107,81.216,-9.926,81.216,480,492,0,81.216,Sixth,,,,,,,,,,,
2,61,234.221,60,-36.87,60,496,476,3.55E-15,60,Sixth,,,,,,,,,,,
3,88,234.522,87.361,15.945,87.361,484,504,3.55E-15,87.361,Sixth,,,,,,,,,,,
4,48,235.318,46.819,70.017,46.819,524,516,0,46.819,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,92,220.107,91.082,-8.842,91.082,470,476,0,91.082,Sixth,,,,,,,,,,,
2,97,215.677,95.603,15.781,95.603,460,496,0,95.603,Sixth,,,,,,,,,,,
3,74,218.504,73.43,-29.358,73.43,480,464,0,73.43,Sixth,,,,,,,,,,,
4,50,218.717,49.031,-101.768,49.031,506,508,0,49.031,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,104,238.412,103.092,18.083,103.092,372,442,0,103.092,Sixth,,,,,,,,,,,
2,97,238.876,96.333,4.764,96.333,364,436,0,96.333,Sixth,,,,,,,,,,,
3,93,241.437,92.195,40.601,92.195,384,452,0,92.195,Sixth,,,,,,,,,,,
4,33,249.201,32.311,111.801,32.311,418,410,0,32.311,Sixth,,,,,,,,,,,
,,,,,,,,,,Sixth,,,,,,,,,,,
1,93,218.965,92.13,27.121,92.13,484,674,7.11E-15,92.13,Sixth,,,,,,,,,,,
2,87,217.314,86,0,86,478,652,0,86,Sixth,,,,,,,,,,,
3,68,219.271,66.843,51.072,66.843,510,674,0,66.843,Sixth,,,,,,,,,,,
4,41,218.678,40.249,116.565,40.249,510,636,0,40.249,Sixth,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
